column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
"Cabinet tomorrow should sponsor a RM100,000 essay  or social media posting contest on  “Is Najib a kleptocrat?” or “Is Malaysia a global kleptocracy?”?",20170324,2 Comments,"{Sallang}{24 March 2017}{4:02 pm} YB Lim, may I suggest PH register a whatsapp number and this question is put forward for the public to respond.NoNeed contest. This number will only receive, and no reply.
Actually this is a better way for PH to receive feedback from the ground, on all matters, complants or suggestions.
E mail and facebook is good too, but whatsapp is very convenient.
It would be good for all ADUN to have a number, so that public need not disturb his/her private number.
A supporter will feel good, to know that he manage to voice his concern or suggestions to this number.",{good coolie}{26 March 2017}{12:10 am} Let us put up a “wanted” poster of Lim Kit Siang: wanted as Minister in the next government of Malaysia!,,,,,,,,
Malaysians will know by tomorrow whether Najib has changed the character of consensus-based Barisan Nasional founded by his father Tun Razak 14 years ago into a coalition operating  solely under the dictates of UMNO hegemony,20170323,1 Comment,"{good coolie}{23 March 2017}{11:49 am} All you junior parties in the Barisan, come on, there is no such thing as hudud laws applying only to Muslims. If a non-muslim steals a Muslim’s property, isn’t it unfair that the punishment is two or three years in jail, whereas a Muslim thief would get his hand cut off? Did you know that under Islamic law, whether one is Muslim or Non-Muslim, one’s hand would be cut off for theft, and that PAS intends Islamic Law to apply to everyone (Muslim or Non-Muslim) in the near future?",,,,,,,,,
PAS leadership fantasies of winning 40 Parliament Seats and capturing Selangor in 14GE,20170322,2 Comments,{Bigjoe}{22 March 2017}{12:47 pm} Its UNBELIEVABLE that Nik Abduh actually has the gall or stupidity to threaten to take over Selangor from PKR when the only way it can be done is if UMNO hands it to them.,"{Bigjoe}{22 March 2017}{1:16 pm} BUT then again, Najib who has destroyed every institutions to cover his crime, wrecking the fundamentals of our SOCIETY founding with Hadi’s PAS, is arguing HIS RESUME cannot be more prodigal and therefore delusional either..",,,,,,,,
"Will Liow, Wee, Ong,  Mah and Subramaniam succeed at the Cabinet meeting on Friday to get Zahid to withdraw his statement that the government will adopt and move Hadi’s private member’s bill in Parliament and clarify it is UMNO but not BN stand?",20170322,1 Comment,"{Bigjoe}{22 March 2017}{9:02 am} No one see the ridiculousness of A FUNDAMENTAL NATIONAL CHARACTER, A CONSTITUTIONAL CHANGE NO LESS, decided by a few self-absorbed, irresponsible individuals led by the most self-absorbed and irresponsible of them all?",,,,,,,,,
Tony Pua has won 2-0 in the first round of “Open Letter War” with Johari Abdul Ghani – would  the second Finance Minister dare to try to gain the upper hand in new rounds of “Open Letter War”?,20170321,3 Comments,"{wongfatt}{22 March 2017}{1:34 am} All ‘cari makan” ministers think, see and hear ‘no evils’. They are all under MO1. Mr. Lim should spend more of your time in smaller towns so that the poor rakyats should be better informed. Well done! More hard work ahead! We will defeat the kleptomaniacs!","{Bigjoe}{22 March 2017}{6:10 am} Tony Pua may have won the round but it’s simply because the facts are on his side. Politically, unremarkable. He should have gone further. The long list of rebuttal and excuses by Najib, Johari, AG, PAC etc are lists of shames and failures. The more, the longer they are excuses and cover up, the more reason to keep going at 1MDB.","{Sallang}{22 March 2017}{1:52 pm} YB Lim, Tony may have won over a BN minister, but it will not influence much change in the 14GE.
I follow much of DAP news, and I worry for your MPs.
Look at KY’s case. It took one police report by a boot licker , and got himself in trouble.
Yes, DAP MPs or YBs are good, but they openly challenge and provoke the hornets nest, and got arrested for ‘seditious’ acts and what not. While we respect your bravery, why take a selfie until you fall off a cliff?
We support your fight, but we cannot afford to see your MPs and lawyers busy with court cases.
I believe that, DAP, or PH should strategize how to win the peoples heart, not 1MDB story, but basic daily matters.
The difficulty of registering a business, would PH change that if you win?
Changing of car ownership from father to son also need to go through Puspakom. Things like that.
Of course GST is seriously causing small family business to wind up.
Will PH bring down prices of daily needs if you win?
How? Last election campaign, Superman KY said, if PH wins, the price of a Toyota Vios will be at the price of a Myvi.
Show it to us in straight to the point messages.",,,,,,,
MARA under Annuar Musa’s chairmanship is the third example of the kleptocratic culture after the international multibillion dollar 1MDB money-laundering scandal and Felda,20170321,1 Comment,"{Bigjoe}{21 March 2017}{11:44 am} Its very true, the mess of 1MDB is the same reason why Felda is in a mess and so are the finances of Mara. ITS ALSO the reason why the defense budget has been cut AT THE MOST CRITICAL TIME, also for so many other things..",,,,,,,,,
"I do not endorse Kuan Yau’s language on his Facebook which is vulgar, vituperative and vitriolic but it is no crime and no basis to arrest him or to deploy scarce police resources against him",20170320,2 Comments,"{Bigjoe}{20 March 2017}{9:53 pm} Actually I have problem understanding Hew’s message. In Chinese, its just cheeky, in English, the key characters are blanked out, so technically, there is no direct vulgarity but only simply implication. Its completely deniable even more so than Najib’s 1MDB and Scorpene Scandal.  If Hew is guilty, why is Najib and Rosmah not in dragged into police station by now?","{Bigjoe}{21 March 2017}{9:23 am} To Johari and Najib, the LONG LIST of investigation and institutions that have investigated and found nothing IS A LIST OF SHAME.. ITS A LIST OF IRRESPONSIBILITY OF FAILURES OR BETRAYAL…",,,,,,,,
Malaysia is  deeply mired in a “kleptocratic culture” when a person removed as Minister for money politics and corruption could be appointed FELDA Chairman for five years,20170320,1 Comment,"{Bigjoe}{20 March 2017}{12:09 pm} If you want to talk about Kleptocracy. NO ONE NOTICE THERE IS WAY TOO MUCH AVOIDING FULL DISCLOSURE OF PERMATA ACCOUNTS AND ACTIVITIES.. The aide to Rosmah is LYING and his retorts, false equivalencies ARE TOO LONG TO COUNT..",,,,,,,,,
1MDB Dormant Amid Global Probe,20170319,1 Comment,"{Bigjoe}{19 March 2017}{1:03 pm} If Hadi’s PAS fall apart, they would not be so calm..THAT really is what bothers me more than anything else about this whole 1MDB. Truth is hitting at Najib and all his army of sycophants over 1MDB is more work than they deserve the attention. The big elephant of the entire problem – its Hadi’s PAS holding up the hypocrisy and cover up. They neither have the facts or the law on their side. The entire dysfunctionality is held up by ridiculous power and failure of fiduciary duties by a long list of people. What makes the unreal possible is Hadi’s PAS.",,,,,,,,,
Call on voters of Malacca to continue their historic role  to provide leadership to  demand for a “Malaysia Reset” of national policies which is only possible if there is a change of Federal government in Putrajaya,20170318,2 Comments,"{good coolie}{19 March 2017}{1:18 am} It is a pity that you have to repeat “regardless of race or religion”. It is not your fault. It is the fault of people who have, for fifty years, divided Ahmad, Ah Chong, and Ramasamy.",{Bigjoe}{19 March 2017}{8:14 am} Malacca is just a remnant DAP’s legacy sin – not having the foresight to cooperate with Tan Siew Sin when he was under siege. These followers were sold a bunch of nonsense from long time ago about the political struggles and not the reality of politics and governance.,,,,,,,,
"10 areas where a  “Malaysia Reset” must be undertaken, but only  if Najib, UMNO and BN are toppled in the 14GE",20170318,2 Comments,"{Bigjoe}{19 March 2017}{11:05 am} With due respect to Ragunath Kesavan, he is wrong that Hudud law will never be implemented. His theory is flawed in a couple of ways. It does not mean that Hudud law implemented necessarily means Federal law or control. If backed against the wall, Hudud could just be state law allowed and caveated with Federal Vetoed. Secondly, even if its Federal law, does not mean the Sultans necessarily NOT control it under the Conference of Ruler. ","{Bigjoe}{19 March 2017}{9:37 pm} Najib IS LOSING HIS HEAD. He urges people not to.listen to opposition lies  charging them with fake news. The problem is, opposition NOT really talking about him. Rakyat already know he is crook and liar. Everyone does. Everybody is talking about how he gets away with his crime and incompetence, not him directly.",,,,,,,,
"Conspiracy by MCA, Gerakan, MIC and other 12 BN parties to hide the “elephant in the room” – that  National Front has changed its character from a 13-party coalition of equals based on consensus to a coalition  based on UMNO hegemony and UMNO wishes where no consensus from the other 12 parties are needed?",20170317,4 Comments,"{undertaker888}{18 March 2017}{10:37 am} They need to know stuffing a big elephant down their a$$ is a very hard thing to do. People can see thru their uncomfortable acts, pretentious painful smiles and unrealistic lies.","{good coolie}{18 March 2017}{4:06 pm} Support PAS/UMNO now. Later when the bottom gets too hot to sit on, carry placards of protest to the PM, like some “Act of God” Politicians did with Art. 121(1)(1A).",{Bigjoe}{18 March 2017}{4:21 pm} The place they stuff the elephant is in US and the ones that gulung tikar first is US first. That is why they are calm and silence.,"{good coolie}{26 March 2017}{12:27 am} It is now left to me to repeat the customary words, now that my friend has left this world. R.I.P.",,,,,,
Let Najib show Malaysians the money trail of RM2.6 billion “donation” into his personal banking account – where the monies came from and where they  have gone to – during Ministers’ Winding up in Parliament next week,20170317,3 Comments,{undertaker888}{18 March 2017}{10:41 am} My grandpa visited me last week. At the same time some money was deposited in my bank account. Well it’s not from my grandpa or any Arabian king but my employer.,"{good coolie}{18 March 2017}{4:15 pm} Ala, bagilah donation melalui brief-case. Mengapa susah-susah bank-in dan bank-out, cheque in dan check out?",{good coolie}{18 March 2017}{4:17 pm} The fact that King Salman visited Malaysia proves that Malaysia needs donations. Another 2.6 million ringgit?,,,,,,,
